Transaction_ID,User_ID,Amount,Transaction_Type,Location,Fraudulent,Year,Month,Day,Hour,Minute,Second,Day_of_Week,Is_Weekend
8bf0ec5d-06c9-4649-a8e5-3499a1d20dfa,6523,2863.88,ATM Withdrawal,Spencerport,0,1980,1,15,4,30,9,1,0
caf7c0dd-6624-4487-9690-b901f3e6345b,8075,3347.71,Bank Transfer,Doughertyport,1,2002,1,8,5,31,2,1,0
6b139a64-cff2-44da-9d45-c71bbe210415,9131,3893.25,ATM Withdrawal,Samanthaburgh,0,2006,10,5,0,16,16,3,0
c3ab51f6-ef65-48c3-9165-a72beb2699f8,3056,26.8,ATM Withdrawal,West Michaelchester,0,2003,6,16,18,24,27,0,0
adb6bdec-9cf6-4b39-8ba1-fc3c250d1b5b,3637,2775.47,Bank Transfer,North Amandahaven,1,2023,9,15,12,14,47,4,0
b9f29076-ec7b-4ddc-9d4d-764e37c53a1f,2635,1913.77,Bank Transfer,Richardview,1,1980,6,11,18,54,8,2,0
ec0b1e3e-4f9e-413d-a82d-96b90298df7d,9249,2296.82,Bank Transfer,Lake Thomasville,1,2023,5,11,5,19,30,3,0
2fa1b8d9-2aa4-4a33-ae80-363b9990a4a3,7277,2383.05,ATM Withdrawal,Heathermouth,0,2015,3,30,20,30,44,0,0
e1ddc4d0-0dc4-469c-82a8-e964179d1187,8785,467.58,Online Purchase,Port Jamie,1,2010,3,3,4,57,6,2,0
da77bccc-fd1d-4ddf-a957-a11f65be5761,1555,2543.92,Bill Payment,New Thomasland,1,1984,5,6,12,49,33,6,1
0bdb5b09-cade-4394-98d9-6e42b14f3958,4667,122.04,Online Purchase,Port Pamelaland,0,2007,12,8,15,56,52,5,1
afe52c0c-a1ab-4554-8ef6-6f059a06e7ec,6563,3229.26,ATM Withdrawal,Douglasstad,0,2006,6,24,7,55,31,5,1
f76c83f7-4570-407c-812e-895d5c3ff68b,5565,1112.37,Bill Payment,Sanchezfurt,1,1985,2,2,9,30,22,5,1
2a6b09a2-f4a5-48b1-8738-40299f7b559e,2009,1620.38,Bill Payment,North Anthonyhaven,0,1974,11,26,8,19,15,1,0
822124db-fab5-4b02-b40c-9748976fc5ed,3812,1632.94,Bill Payment,East David,1,1999,4,10,18,20,42,5,1
e7d5d853-2149-4f91-a87b-889d4a56d890,7343,1911.61,ATM Withdrawal,Port Kathleen,0,2013,6,26,1,25,56,2,0
2bacadc1-47cf-4b2a-82ba-a0ed288bd9cc,6743,515.26,Online Purchase,Kingland,0,2016,12,29,21,5,29,3,0
111eedfb-badd-4791-b402-2ab1d93788f4,2457,3996.31,Online Purchase,Jasonborough,1,2008,12,1,19,0,15,0,0
8d789f0b-944f-424d-b98c-1b3af3289f69,2742,2781.67,ATM Withdrawal,Tammyland,0,1996,8,15,14,53,32,3,0
fd5905b9-2a38-4985-88d7-2fd4994f6d26,7472,4879.69,Online Purchase,New Kevinhaven,0,1976,10,13,21,26,9,2,0
684615da-3902-4b0c-a292-685bac77e302,6784,2348.59,Bank Transfer,East Pamela,0,2001,7,14,6,2,34,5,1
7a471d51-2a08-4004-9e2d-459e02b2b647,6858,1818.83,Bill Payment,East Edward,1,2010,9,7,4,57,26,1,0
4c6005f6-bc05-484c-bd5a-43d72513bb77,3340,2482.87,ATM Withdrawal,Hendersonborough,0,2024,8,19,16,41,18,0,0
ded7d87d-1cac-4807-9b12-929d9c1215f2,7878,3810.71,ATM Withdrawal,West Erica,1,2022,8,14,2,57,53,6,1
c5b1a1f1-dbbe-41d1-b822-93c0443c40a2,3321,2713.26,Bill Payment,West Francestown,1,1981,2,24,4,12,55,1,0
19c2591d-c2d0-449e-bfbc-11f5d3e99446,6387,2043.5,Online Purchase,Lake Jasontown,0,2015,8,2,3,17,42,6,1
910840d0-6b3b-42ad-9329-72ebebf94734,6439,237.46,Bank Transfer,East Christina,1,2019,11,10,21,37,8,6,1
41810687-c882-418e-911d-8f99b62ce3e4,9300,2413.93,ATM Withdrawal,Mitchellview,1,1984,4,14,17,22,35,5,1
357f82ab-8926-465d-bf90-240c41400b67,9553,2367.65,Bank Transfer,Johnathanland,0,2022,9,30,15,25,15,4,0
3d498e30-499d-4c2f-b4b6-a901f0cdca87,6297,1585.21,Bank Transfer,Timothyburgh,1,1983,1,31,11,2,1,0,0
7f237515-cf72-4793-aac8-8717fc557d69,8515,4534.67,Online Purchase,West Michael,1,2005,8,17,4,34,39,2,0
b3f4370e-a40c-4311-9bdc-174118ce784f,4925,3704.29,ATM Withdrawal,Nicoleborough,0,2024,5,23,21,55,4,3,0
67931281-cc65-41c4-a8d3-8d2913f3cdfa,2835,4135.61,ATM Withdrawal,Georgemouth,1,2023,11,12,3,1,31,6,1
86414261-58ac-4c72-9e3b-16da4c3cf2e0,1617,4679.07,ATM Withdrawal,Port Angela,0,2021,9,9,17,48,44,3,0
26bb2a23-6b7f-40eb-877a-9128e35fb251,5973,1611.22,Bank Transfer,North Danielle,1,2004,2,7,17,40,36,5,1
68548170-ebfa-4c3e-a6ca-a7fee5b9264e,3887,4133.32,ATM Withdrawal,Lake Justin,1,1995,5,25,3,10,30,3,0
210c5447-e207-494e-9f06-88ffffcb4cbf,6328,3756.0,Online Purchase,Javierville,0,1971,7,26,6,52,5,0,0
ebbf676d-2d6c-43ab-bcff-cbd8ad142114,5721,756.51,Bank Transfer,South April,0,1989,8,21,22,59,43,0,0
04441512-b49b-42d7-9391-f447d4ee3eba,1236,1069.23,Bank Transfer,West Victor,1,2024,6,2,2,55,0,6,1
021bd07a-a3f8-4295-bbfa-4b07e66d061f,9467,2580.36,Bill Payment,North Annemouth,0,1977,1,16,18,15,13,6,1
b9958169-918a-4385-9304-7eef19cdcf57,6835,334.47,Online Purchase,Virginiaport,0,1974,9,9,21,53,25,0,0
dd48ca30-47a3-4925-981d-830fa70bf1d2,5762,306.59,Online Purchase,Port Susanmouth,1,1982,10,22,10,57,12,4,0
604dcfa1-0139-4741-88ac-f94faef760cd,5441,2840.81,Bill Payment,Josestad,0,2013,11,14,20,13,51,3,0
661dc6af-8069-4fe3-9cdd-c206f2c9e0d0,9125,1356.11,Online Purchase,Sextonview,0,2016,10,25,11,38,57,1,0
794e0f03-a25a-4e16-a539-2883dfc3b17b,6916,1531.74,Online Purchase,Mccarthyburgh,1,1990,4,23,9,36,18,0,0
aff96df3-4288-480d-86a8-fa17f219c894,9458,3005.62,Online Purchase,Martinchester,1,1990,2,13,22,13,26,1,0
56a184a7-6fc5-4f8f-97f2-c2aaddd04b57,6713,4264.88,Bank Transfer,Henryborough,0,2019,5,10,11,38,42,4,0
d2eb2d2f-79cf-4221-a083-473a0954fc86,8731,3078.83,ATM Withdrawal,Port Ryan,1,1984,2,3,19,7,54,4,0
1eaa60a6-1913-4a58-bb42-a4d9e5dff1e8,5592,3377.16,Bank Transfer,Tatefort,1,1980,5,3,6,15,34,5,1
6906e094-dc8a-4a82-aa39-f205629d5f77,1779,3558.48,Bill Payment,South Brenda,0,1988,10,8,5,3,39,5,1
bab81e48-cb46-49b0-b4dc-33d7cfc03b8a,3905,766.51,Bill Payment,Bradshawstad,0,2005,4,24,16,40,11,6,1
bc41eb34-e761-479c-8a2f-47c0f3a60352,6649,2319.2,ATM Withdrawal,Karamouth,1,2010,6,17,22,40,26,3,0
a1e2b188-6630-4d65-9ed4-c00bae5fa6f5,8186,2784.48,ATM Withdrawal,Emmafurt,0,2018,5,3,12,25,48,3,0
3ddcb9ed-2ddb-4a1d-8f92-a00f86d7cf22,9909,600.84,Online Purchase,New Nicholas,1,1970,10,22,5,42,35,3,0
18cacdbc-6cd7-4646-bf0e-ae1fac23f111,4891,2273.71,Bill Payment,Arnoldstad,1,2000,1,25,6,0,45,1,0
469d334a-b3f2-4120-aa47-11633af62b44,1937,4218.09,ATM Withdrawal,Joshuachester,1,1976,11,5,7,20,4,4,0
8132e6c6-f213-4c34-a33e-9a637f02dfce,4485,1355.17,ATM Withdrawal,Michaelside,1,1975,11,6,7,37,18,3,0
2b250fc8-d977-4e21-994d-e8ed736e7853,9567,569.65,ATM Withdrawal,Edwardchester,1,1994,1,31,3,28,14,0,0
aecdab6f-192c-4009-9955-427142d0fce7,7839,4346.95,ATM Withdrawal,Shawborough,0,1988,3,29,10,48,28,1,0
8332da9e-f5b0-4506-848d-fe975d199f70,6682,870.1,Bill Payment,New Todd,0,2003,6,12,16,35,8,3,0
763b54aa-810e-4f3c-8fe0-ce37dcee6b65,8289,4056.54,Bank Transfer,Farrellberg,0,2009,1,21,17,25,37,2,0
3af98f3d-b392-42f1-b70a-acee7ccfc8dd,4120,2282.55,ATM Withdrawal,Bateston,0,1977,4,24,22,14,57,6,1
b7851a72-e2ec-42ef-a2b0-f1478bdfc4b9,9988,104.69,ATM Withdrawal,Smithborough,0,1994,8,31,16,12,53,2,0
7065c7d7-548c-487c-b25c-1b64e7ffa58d,9344,855.8,ATM Withdrawal,South Becky,1,2021,8,4,9,33,30,2,0
c3a787ac-5235-4f96-a97d-ac86559518b5,3344,2327.74,Bank Transfer,Ibarraview,0,2001,5,15,0,38,23,1,0
e84caf7e-f2f9-4e97-9ed7-c4213709de64,8915,2463.34,ATM Withdrawal,Katherineton,1,2013,8,2,3,29,16,4,0
fc6233f3-aaa0-4285-91e6-049893f31950,3621,1440.73,ATM Withdrawal,Pettyland,0,1994,1,4,6,50,51,1,0
7982a8da-ea5f-4709-b3ab-dc101a2e4f85,1984,3837.51,Bank Transfer,Port Robertshire,1,1972,5,4,12,10,13,3,0
7ddae383-1de9-4d7d-ba9a-aee18c6bf5f0,7481,842.63,Bank Transfer,South Virginiaburgh,1,2008,7,1,11,7,47,1,0
a6105c93-cd1c-431a-99fd-5c82fa352a5f,5452,1726.07,Bill Payment,East Kirkborough,1,1980,1,11,11,40,0,4,0
cbb716d1-d96f-4617-97dc-ea72bae6ed22,8212,4349.94,ATM Withdrawal,New Christyfurt,0,2005,1,21,8,9,42,4,0
10d00226-a893-4d00-bd5b-1391b6de7411,6569,3245.27,Bank Transfer,Juanhaven,1,2022,2,27,14,48,49,6,1
c63cdce6-7cea-4e57-8b9d-73cac34c6d38,3409,4788.75,Bank Transfer,Peterborough,1,2014,3,2,4,58,10,6,1
54b65362-3f0c-4d74-9249-2aacf7d05c3d,6682,852.3,Bill Payment,Port Charles,1,2020,5,17,14,7,46,6,1
b074bc59-0830-4cc1-924a-cede698e8d26,3412,977.98,Online Purchase,Lake Robertochester,1,1973,12,17,23,16,11,0,0
3a0adabd-ff96-4d54-a3de-8da37c3e8d71,8932,3813.91,Online Purchase,Pamelafurt,1,2014,10,25,20,40,45,5,1
2579ba8f-806c-49f9-aa64-6eb4f19e8234,6842,1948.21,Bank Transfer,East Patrickview,1,2016,12,19,11,17,18,0,0
9125a1e6-7748-4b6b-80f4-85d9ed9d0143,4796,2717.53,Online Purchase,New Sheilashire,0,1984,8,22,5,40,53,2,0
bd00fbe1-3d07-4f8f-a2ab-45dbab1a3db4,3272,111.38,Bill Payment,East Timothyland,0,2006,1,16,2,43,7,0,0
fe0e30e1-dbbc-4dd7-a928-160b0d90cc1d,9715,2403.47,Bill Payment,Robinsonchester,1,1971,9,30,12,38,44,3,0
b5297bb4-bb40-4eab-acbb-ebd17edc00be,4703,4580.1,ATM Withdrawal,Johnsonmouth,0,1979,12,7,21,17,57,4,0
7d334442-8624-4d4b-ad6d-301bb21acc75,2427,837.77,Online Purchase,Pattyshire,0,1989,4,11,21,5,49,1,0
7df9daae-eeca-48e4-9652-1d5b8d1984f3,4813,2927.12,Bank Transfer,Kellyburgh,1,2000,2,8,9,13,17,1,0
968c231d-b280-4bbf-9a29-944944dd3ad4,5018,3664.08,ATM Withdrawal,Perryland,0,2021,6,25,5,42,25,4,0
a6f8b62b-ab9a-456d-aeca-b78ce830adfb,8815,1039.16,Bill Payment,Brownport,0,2021,4,21,10,42,14,2,0
bbed84c6-b785-45bb-a879-3ee6a796f26c,8960,4320.31,Online Purchase,Victorfurt,1,1974,11,11,0,11,0,0,0
86b00219-5863-418c-b16b-0fe7a994e548,7537,1130.23,ATM Withdrawal,Monicaberg,1,1981,8,9,23,46,38,6,1
f4c72fa6-21a1-42de-8891-309482e71b78,4960,1823.26,Bill Payment,West Michaelland,1,2016,1,26,19,14,46,1,0
6adfd542-b55a-460c-b783-a2f47baa3ba8,4623,3583.96,Bank Transfer,East Williamton,1,2004,8,14,0,55,17,5,1
348b307a-eae3-4692-be0b-ed500b32c244,1493,2567.42,ATM Withdrawal,West Laurenview,0,1978,4,26,11,14,20,2,0
c6552941-86a7-428b-9f7f-9ff403cbb04b,6643,3430.46,ATM Withdrawal,Higginshaven,1,1993,3,28,16,34,58,6,1
496259d1-3c49-4479-ab43-acf75d8bcea3,7169,2218.69,ATM Withdrawal,Barrettmouth,1,1974,2,2,17,31,13,5,1
db2c2f1d-d67d-4946-a52b-459eeb459e34,9512,1481.6,Bank Transfer,Lauraville,0,1983,11,27,5,49,54,6,1
7c128c4c-8334-4d7f-8d95-9330e5d83dd8,2417,3074.34,Bank Transfer,Courtneyborough,1,1994,2,11,1,56,29,4,0
e16df730-570f-406e-b530-300e6b8434ea,3947,1590.14,ATM Withdrawal,Aguilarburgh,1,1982,5,20,15,22,40,3,0
b649a888-84e7-4218-a6b6-73fbc43b3b65,6530,4605.12,Bank Transfer,Lake Larry,1,1998,12,13,19,23,39,6,1
ce5573e1-4062-4106-9c6d-9c0c0bbcf937,8486,4385.89,ATM Withdrawal,Carlystad,0,1999,11,7,1,13,42,6,1
4dd41f78-8dd0-432a-bfbb-d4072669ccda,5218,1522.48,Online Purchase,Amberchester,0,2018,6,30,1,56,19,5,1
36f52dee-89ed-4439-8b37-5452a17123fe,7326,1790.5,Bill Payment,West Kelly,0,2004,12,4,3,50,53,5,1
c0ad47e1-f13e-40f5-83e1-dff8505defa6,7136,2304.91,Bill Payment,Lake Derek,0,1989,2,5,11,56,28,6,1
6cb243d4-9342-4a0c-9cdd-55b0782f82fa,6273,2570.01,ATM Withdrawal,Tammyburgh,1,1979,10,19,15,9,38,4,0
b8074897-a7d2-4d47-9ab2-e00bfb9a8332,1784,2998.41,ATM Withdrawal,Romeroland,0,2016,3,20,20,53,36,6,1
4e83cec9-7b4e-4512-b990-7bbcc8693f3a,4419,886.8,ATM Withdrawal,Lake Christophermouth,1,1985,9,1,13,43,30,6,1
f3f599eb-d29f-4774-a033-f9bfb34faa6a,7007,857.24,ATM Withdrawal,Josephbury,1,1976,1,20,9,16,56,1,0
ff2047e3-f58b-47f2-89b0-e05891080ef1,3536,4598.6,Online Purchase,East Natashafort,0,1992,8,10,23,26,24,0,0
2cdb3947-5236-4b62-92b9-2baaa5bfb1a6,5306,4145.74,Online Purchase,Mendezhaven,1,2003,5,31,3,6,50,5,1
765d5b11-ae4e-4ba0-8d5f-79b791283e91,7633,1929.77,ATM Withdrawal,Georgestad,0,2016,5,2,23,38,43,0,0
6850d33e-8132-46cd-b034-788e476072c0,7792,4328.69,Online Purchase,Samuelside,0,2004,6,30,9,58,13,2,0
ebbaf0b7-846c-48cd-8496-5ed80dace438,5129,1215.69,Bank Transfer,New Teresamouth,0,1972,3,8,5,44,21,2,0
a9ce59c5-24f1-4c52-8a33-46087832355e,6720,2669.74,Bill Payment,Cherylstad,1,2000,11,6,22,44,45,0,0
e5dd8e1d-06e8-4571-8e3b-6fcad9ab6052,9824,2305.71,ATM Withdrawal,Ericachester,0,1975,6,10,1,23,32,1,0
86b59ee9-d102-486d-85a4-0e2f2994ade0,4324,77.65,Online Purchase,Port Saraton,0,1988,8,2,4,18,38,1,0
cbcef18f-dcb0-40b2-a9ed-816e68ee648a,9157,913.13,Online Purchase,Martinton,1,1975,1,11,20,28,24,5,1
57472966-fd0d-40a0-8e3d-f0303d4027f6,4145,2897.01,ATM Withdrawal,Stephanieborough,0,1998,10,10,14,24,9,5,1
15c6084e-bb76-412f-924e-a9ccc27cf377,6385,3274.39,Online Purchase,Vazquezmouth,0,1981,11,2,23,12,39,0,0
8532dd5b-d09b-428d-8232-d46c1f802855,7274,2445.27,ATM Withdrawal,West Craigview,1,1973,9,22,23,14,24,5,1
5643458b-0f85-4874-b190-54203a6ac2bf,9215,3015.88,Bank Transfer,South Ruthmouth,0,2017,12,3,7,10,53,6,1
e26b569c-33a6-491b-963c-5024ce756a0e,5883,2004.14,ATM Withdrawal,Pachecobury,0,2007,2,10,20,30,17,5,1
5aab960c-97f1-4a58-8662-8f84e7e8ecf5,6608,1952.18,ATM Withdrawal,Katietown,0,2023,2,11,2,0,59,5,1
447cfbbb-b97d-4b59-8e20-bf5c4d9e8242,9937,2018.12,Bill Payment,Lake Vickiview,1,2017,8,19,16,23,18,5,1
dec0e0f8-3719-45b5-adbb-e1159c7298f1,4862,4051.32,Online Purchase,Natalieside,0,2013,3,28,18,46,35,3,0
b8549375-2ed8-4091-bbf4-3dbfa6db02f0,4329,115.67,Online Purchase,Taylorville,1,1991,12,31,7,3,58,1,0
4e141adb-0d09-49f7-9eba-d98c6cfaf4c6,1326,3993.25,ATM Withdrawal,Lake Jasonport,0,2023,10,21,5,1,40,5,1
f77dd2be-2365-454e-acb6-01b21852827c,7446,1475.25,Bill Payment,Scottville,1,2013,5,17,13,17,34,4,0
d1e0a1f0-4296-4e5d-a177-cfc93558446d,3568,151.58,ATM Withdrawal,North Michael,0,1972,10,5,3,24,40,3,0
023e5202-b045-4803-9e2e-58266a229e19,8938,3416.57,Bill Payment,West Ericaberg,0,2010,5,14,7,26,48,4,0
eecdf925-dfac-46ac-9e97-cba3ec1184be,7214,1412.98,Online Purchase,New Justinside,0,2022,5,4,22,20,34,2,0
aca5d8bc-cf6a-4db2-83a2-4617e147e122,6800,2769.35,Bank Transfer,West Timothytown,1,1998,4,27,13,46,16,0,0
e3e04108-2387-4083-8029-fb0b0c8a86b7,8449,518.84,Bank Transfer,Murphystad,1,1988,5,12,3,56,35,3,0
b90f964d-baf4-40c0-a452-baa36309aa0f,3934,4941.67,Online Purchase,Maryton,0,2024,12,28,16,46,10,5,1
4a021f29-269b-4b69-9559-a898f02ef841,1168,1110.21,Bank Transfer,Lake Robertmouth,1,1983,10,25,18,15,42,1,0
